TweetID,Entity Type,Entity Value,Entity Score,Sentiment,Positive Confidence,Neutral Confidence,Negative Confidence,Location,Time,Retweets
1422911822592712709,Organization,RT @raphaelviicente,0.8527006634209702,positive,0.97,0.01,0.02,Extremo Sul - Brasil,2021-08-04T13:26:29,31074
1422911822592712709,City,corona,0.9,positive,0.97,0.01,0.02,Extremo Sul - Brasil,2021-08-04T13:26:29,31074
1422911822592712709,DateTime,today,0.8,positive,0.97,0.01,0.02,Extremo Sul - Brasil,2021-08-04T13:26:29,31074
1422911822592712709,URL,https://t.co/EU3xSvyUkL,0.8,positive,0.97,0.01,0.02,Extremo Sul - Brasil,2021-08-04T13:26:29,31074
1422923618762297346,Number,4,0.8,negative,0,0,1,,2021-08-04T14:13:22,6
1422923618762297346,Number,09664929,0.8,negative,0,0,1,,2021-08-04T14:13:22,6
1422923618762297346,Number,15,0.8,negative,0,0,1,,2021-08-04T14:13:22,6
1422923618762297346,Organization,people,0.9,negative,0,0,1,,2021-08-04T14:13:22,6
1422923618762297346,DateTime,in two days,0.8,negative,0,0,1,,2021-08-04T14:13:22,6
1422923619345178631,City,sisters,0.9,positive,0.49,0.48,0.03,"Selangor, Malaysia",2021-08-04T14:13:22,10496
1422923619345178631,DateTime,today,0.8,positive,0.49,0.48,0.03,"Selangor, Malaysia",2021-08-04T14:13:22,10496
1422923619508838404,CountryRegion,Israel,0.9,negative,0.01,0.04,0.95,📍Rio,2021-08-04T14:13:22,814
1422923619508838404,Language,Chinese,0.9,negative,0.01,0.04,0.95,📍Rio,2021-08-04T14:13:22,814
1422923619546673157,City,oxford,0.9,negative,0.01,0.03,0.96,"London, England",2021-08-04T14:13:22,1928
1422923619546673157,PersonName,Lord Bethell,0.9314477607528165,negative,0.01,0.03,0.96,"London, England",2021-08-04T14:13:22,1928
1422923619630424077,URL,https://t.co/YLKLpK085D,0.8,neutral,0.08,0.89,0.03,MARGHO WATCH 👉,2021-08-04T14:13:22,152
1415592750486106114,City,corona,0.9,neutral,0.02,0.97,0.01,,2021-07-15T08:43:06,4
1415592750486106114,CountryRegion,East Africa,0.9148841899707431,neutral,0.02,0.97,0.01,,2021-07-15T08:43:06,4
1415592750486106114,Organization,AskKEBS,0.9824437492413919,neutral,0.02,0.97,0.01,,2021-07-15T08:43:06,4
1416015634744418307,PersonName,Hugo de Jonge,0.9668818321550399,positive,0.54,0.42,0.04,In het Praathuis,2021-07-16T12:43:30,4
1416015634744418307,URL,https://t.co/WiT3usqrcW,0.8,positive,0.54,0.42,0.04,In het Praathuis,2021-07-16T12:43:30,4
1416106262048112641,City,corona,0.9,negative,0.01,0.22,0.77,,2021-07-16T18:43:37,0
1416408317291900932,CountryRegion,Canada,0.9,positive,0.72,0.24,0.04,,2021-07-17T14:43:53,13
1416408317291900932,City,corona,0.9,positive,0.72,0.24,0.04,,2021-07-17T14:43:53,13
1416408317291900932,Organization,Pfizer,0.9,positive,0.72,0.24,0.04,,2021-07-17T14:43:53,13
1417087939679457280,PersonName,yoongi ga,0.8069872613030084,negative,0,0,1,,2021-07-19T11:44:27,52
1417087939679457280,City,corona,0.9,negative,0,0,1,,2021-07-19T11:44:27,52
1417541032468783112,City,Corona,0.9,neutral,0.06,0.92,0.02,Namibia,2021-07-20T17:44:53,0
1417541032468783112,URL,https://t.co/GqjcSPmVAN,0.8,neutral,0.06,0.92,0.02,Namibia,2021-07-20T17:44:53,0
1417979005274361862,City,Corona,0.9,negative,0,0,1,atheistisches Mittagland,2021-07-21T22:45:14,0
1420969491622662144,City,CORONA,0.9,neutral,0.01,0.97,0.02,"Nairobi, Kenya",2021-07-30T04:48:21,0
1422020762748301312,City,corona,0.9,negative,0,0,1,Jamaica 🇯🇲,2021-08-02T02:25:44,97
1423077900727767042,Organization,RT @raphaelviicente,0.8527006634209702,positive,0.97,0.01,0.02,,2021-08-05T00:26:25,46585
1423077900727767042,City,corona,0.9,positive,0.97,0.01,0.02,,2021-08-05T00:26:25,46585
1423077900727767042,DateTime,today,0.8,positive,0.97,0.01,0.02,,2021-08-05T00:26:25,46585
1423077900727767042,URL,https://t.co/EU3xSvyUkL,0.8,positive,0.97,0.01,0.02,,2021-08-05T00:26:25,46585
1423364892896243713,PersonName,lokho kou corona,0.9228099906131195,neutral,0.03,0.94,0.03,AbonneToi,2021-08-05T19:26:49,1
1422201991971942407,City,Corona,0.9,mixed,0.41,0.13,0.46,"Dortmund, Deutschland",2021-08-02T14:25:52,11
1422201991971942407,City,England,0.9,mixed,0.41,0.13,0.46,"Dortmund, Deutschland",2021-08-02T14:25:52,11
1422201999274266631,Number,10,0.8,neutral,0.09,0.75,0.16,,2021-08-02T14:25:54,1
1422201999274266631,Number,1,0.8,neutral,0.09,0.75,0.16,,2021-08-02T14:25:54,1
1422201999274266631,Number,2,0.8,neutral,0.09,0.75,0.16,,2021-08-02T14:25:54,1
1422202000230522882,Number,101,0.8,neutral,0.03,0.94,0.03,Tiel,2021-08-02T14:25:54,5
1422202000230522882,CountryRegion,the Netherlands,0.9,neutral,0.03,0.94,0.03,Tiel,2021-08-02T14:25:54,5
1422202000230522882,Number,15000,0.8,neutral,0.03,0.94,0.03,Tiel,2021-08-02T14:25:54,5
1422201989476151296,PersonName,arep bablas sek mikir cicilan,0.8149127346585636,neutral,0,0.69,0.31,Gotham City,2021-08-02T14:25:52,0
1422201989476151296,PersonName,mikir sampe mumet,0.8850159190540098,neutral,0,0.69,0.31,Gotham City,2021-08-02T14:25:52,0
1422201989476151296,PersonName,kenek setruk mati,0.9943217498252924,neutral,0,0.69,0.31,Gotham City,2021-08-02T14:25:52,0
1422201989476151296,City,corona,0.9,neutral,0,0.69,0.31,Gotham City,2021-08-02T14:25:52,0
1422201990935838722,City,corona,0.9,negative,0.04,0.14,0.82,,2021-08-02T14:25:52,1
1422201990935838722,PersonName,kawakami,0.9686490406114086,negative,0.04,0.14,0.82,,2021-08-02T14:25:52,1
1422201990935838722,Organization,people,0.9,negative,0.04,0.14,0.82,,2021-08-02T14:25:52,1
1422186870939791369,CountryRegion,British,0.7950306424819616,neutral,0.06,0.69,0.25,,2021-08-02T13:25:47,2
1422186880171347971,CountryRegion,menghanyurkan,0.7771443118960542,negative,0.12,0.19,0.69,+62,2021-08-02T13:25:49,29
1422186880171347971,City,corona,0.9,negative,0.12,0.19,0.69,+62,2021-08-02T13:25:49,29
1422186880171347971,City,corona,0.9,negative,0.12,0.19,0.69,+62,2021-08-02T13:25:49,29
1422186886509080583,City,Corona,0.9,negative,0.02,0.24,0.74,DKI Jakarta,2021-08-02T13:25:51,0
1422186886509080583,Organization,UPH College,0.7677838620523395,negative,0.02,0.24,0.74,DKI Jakarta,2021-08-02T13:25:51,0
1422186886509080583,URL,https://t.co/fHyI3A82PB,0.8,negative,0.02,0.24,0.74,DKI Jakarta,2021-08-02T13:25:51,0
1424301219246350341,Organization,ndtv,0.9210264586883826,neutral,0.02,0.97,0.01,"Bengaluru, India",2021-08-08T09:27:27,2
1424301219246350341,URL,https://t.co/CLhARtzBkp,0.8,neutral,0.02,0.97,0.01,"Bengaluru, India",2021-08-08T09:27:27,2
1424373517630410756,Number,-19,0.8,negative,0.09,0.03,0.88,,2021-08-08T14:14:44,0
1424373517630410756,Organization,people,0.9,negative,0.09,0.03,0.88,,2021-08-08T14:14:44,0
1424373517630410756,URL,https://t.co/5UCAZtTixz,0.8,negative,0.09,0.03,0.88,,2021-08-08T14:14:44,0
1424512550473973766,City,Corona,0.9,negative,0.01,0.14,0.85,"Porto, Portugal",2021-08-08T23:27:12,22
1424162081771868163,Money,"$73,300",0.8,neutral,0.01,0.9,0.09,,2021-08-08T00:14:34,11393
1424162081771868163,Money,$0.00,0.8,neutral,0.01,0.9,0.09,,2021-08-08T00:14:34,11393
1424150181327642624,Product,RosaIsa38309247,0.9972258309940123,neutral,0.06,0.93,0.01,,2021-08-07T23:27:17,1
1424150181327642624,URL,https://t.co/C9qASCh0rF,0.8,neutral,0.06,0.93,0.01,,2021-08-07T23:27:17,1
1424150203599396864,URL,https://t.co/wye4zquKKH?,0.8,neutral,0.06,0.91,0.03,"Sao Paulo, Brazil",2021-08-07T23:27:22,0
1424437168982855681,Organization,Corona news,0.8812269634287412,neutral,0.02,0.63,0.35,"Baden-Württemberg, Deutschland",2021-08-08T18:27:40,0
1423938765689696257,City,Corona,0.9,neutral,0.01,0.99,0,Nordrhein-Westfalen,2021-08-07T09:27:11,0
1423938765689696257,URL,https://t.co/tc51flkSok,0.8,neutral,0.01,0.99,0,Nordrhein-Westfalen,2021-08-07T09:27:11,0
1423077936911949827,City,corona,0.9,positive,0.99,0,0.01,,2021-08-05T00:26:34,0
1423346534528258050,Number,1,0.8,neutral,0.05,0.93,0.02,USA,2021-08-05T18:13:52,24
1422655054272663553,Organization,NOS Unvaccinated,0.8777393966052923,positive,0.98,0.02,0,,2021-08-03T20:26:11,0
1422655054272663553,City,corona,0.9,positive,0.98,0.02,0,,2021-08-03T20:26:11,0
1422413410038214658,PersonName,alhamdulillah dela,0.7864774002089974,neutral,0.02,0.68,0.3,"Jawa Tengah, Indonesia",2021-08-03T04:25:58,0
1422413410038214658,City,corona,0.9,neutral,0.02,0.68,0.3,"Jawa Tengah, Indonesia",2021-08-03T04:25:58,0
1421957039731978244,Number,1,0.8,negative,0,0.02,0.98,,2021-08-01T22:12:31,4150
1421957039731978244,Number,5,0.8,negative,0,0.02,0.98,,2021-08-01T22:12:31,4150
1423255876304056328,PersonName,Goku,0.762638857600086,neutral,0.12,0.54,0.34,,2021-08-05T12:13:38,2366
1423255876304056328,URL,https://t.co/xQOd6O4hAm,0.8,neutral,0.12,0.54,0.34,,2021-08-05T12:13:38,2366
1422458729790775296,City,Corona,0.9,negative,0,0,1,"Surakarta, Jawa Tengah",2021-08-03T07:26:03,363
1422458729790775296,City,Wuhan,0.9,negative,0,0,1,"Surakarta, Jawa Tengah",2021-08-03T07:26:03,363
1422458729790775296,DateTime,before september 2019,0.8,negative,0,0,1,"Surakarta, Jawa Tengah",2021-08-03T07:26:03,363
1422458729790775296,URL,https://t.co/hBRF8p8eeS,0.8,negative,0,0,1,"Surakarta, Jawa Tengah",2021-08-03T07:26:03,363
1421654988120629249,Organization,Instagram,0.9,neutral,0.03,0.95,0.02,"Rio de Janeiro, Brazil",2021-08-01T02:12:16,1707
1421654988120629249,DateTime,today,0.8,neutral,0.03,0.95,0.02,"Rio de Janeiro, Brazil",2021-08-01T02:12:16,1707
1421265630301507584,Organization,ModernTimesLB,0.76556897746405,neutral,0,0.99,0.01,,2021-07-31T00:25:06,1
1421265630301507584,Number,-19,0.8,neutral,0,0.99,0.01,,2021-07-31T00:25:06,1
1421265630301507584,Number,"45,000",0.8,neutral,0,0.99,0.01,,2021-07-31T00:25:06,1
1421265630301507584,DateTime,since march,0.8,neutral,0,0.99,0.01,,2021-07-31T00:25:06,1
1420652337207468035,URL,https://t.co/YGlbM9k0yy,0.8,positive,0.99,0.01,0,精神大好きアカウント,2021-07-29T07:48:06,0
1420969492574781441,City,corona,0.9,negative,0.01,0,0.99,Ma$querade Party,2021-07-30T04:48:22,0
1421292530042228736,PersonName,kawakami,0.8761381924810061,negative,0,0.17,0.83,,2021-07-31T02:12:00,88
1421292530042228736,PersonName,Kami,0.9645673292614845,negative,0,0.17,0.83,,2021-07-31T02:12:00,88
1421292530042228736,Number,-19,0.8,negative,0,0.17,0.83,,2021-07-31T02:12:00,88
1420924173019279362,City,Corona,0.9,neutral,0.01,0.95,0.04,,2021-07-30T01:48:16,0
1419610261779009539,PostalCode,34441 ?,1,neutral,0.04,0.48,0.48,,2021-07-26T10:47:16,3
1419610261779009539,URL,https://t.co/vC2mNhnDPe,0.8,neutral,0.04,0.48,0.48,,2021-07-26T10:47:16,3
1418492672373784585,Product,Taka14151815Asn,0.8885578478481893,negative,0,0.01,0.99,,2021-07-23T08:46:22,0
1418492672373784585,Number,0519,0.8,negative,0,0.01,0.99,,2021-07-23T08:46:22,0
1418492672373784585,City,CORONA,0.9,negative,0,0.01,0.99,,2021-07-23T08:46:22,0
1418205717132152833,URL,https://t.co/wGfy92Oqeb,0.8,neutral,0.11,0.84,0.05,ALT ER LOVE,2021-07-22T13:46:06,2
1417979017857273856,City,corona,0.9,neutral,0.04,0.66,0.3,,2021-07-21T22:45:17,0
1417585640410017792,City,gay,0.9,negative,0.01,0.11,0.88,lgbtq community,2021-07-20T20:42:08,0
1417374891343433729,CountryRegion,US,0.9612991049378642,neutral,0.03,0.78,0.19,"Thoothukkudi, India",2021-07-20T06:44:42,31
1417374891343433729,City,Corona,0.9,neutral,0.03,0.78,0.19,"Thoothukkudi, India",2021-07-20T06:44:42,31
1417374898700365832,City,Corona,0.9,neutral,0,0.99,0.01,,2021-07-20T06:44:44,0
1417374898700365832,Language,Swahili,0.9,neutral,0,0.99,0.01,,2021-07-20T06:44:44,0
1417254084235644929,City,corona,0.9,neutral,0.1,0.85,0.05,,2021-07-19T22:44:39,0
1417148352651665411,PersonName,Yaelah,0.8163884429173787,neutral,0.21,0.76,0.03,Bumi,2021-07-19T15:44:31,151
1417148352651665411,City,corona,0.9,neutral,0.21,0.76,0.03,Bumi,2021-07-19T15:44:31,151
1417192969526972416,URL,https://t.co/I7zMBbIIUj,0.8,neutral,0.07,0.9,0.03,,2021-07-19T18:41:48,0
1417102349668081672,Organization,RT @BarbeariaPoian,0.9282081568903825,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349668081672,CountryRegion,US,0.8491331546422459,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349668081672,Number,"12,000",0.8,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349668081672,DateTime,in 7 months,0.8,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349668081672,Number,-19,0.8,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349668081672,URL,https://t.co/lxuKyK39fA,0.8,negative,0,0.01,0.99,,2021-07-19T12:41:43,74
1417102349940756480,Organization,time,0.9,positive,0.89,0,0.11,ッ,2021-07-19T12:41:43,3214
1417102349940756480,URL,https://t.co/2DP897GrlT,0.8,positive,0.89,0,0.11,ッ,2021-07-19T12:41:43,3214
1416588853142556675,Organization,RT @richsignorelli,0.8272382186203049,negative,0.01,0.02,0.97,,2021-07-18T02:41:16,226
1416588853142556675,Organization,Fox,0.9,negative,0.01,0.02,0.97,,2021-07-18T02:41:16,226
1416679469713084417,Number,-19,0.8,neutral,0.01,0.95,0.04,earth,2021-07-18T08:41:20,144
1416679469713084417,Number,1.4,0.8,neutral,0.01,0.95,0.04,earth,2021-07-18T08:41:20,144
1416408319036596229,City,corona,0.9,neutral,0.37,0.61,0.02,,2021-07-17T14:43:53,0
1416408319036596229,URL,https://t.co/OvPUeCsgWt,0.8,neutral,0.37,0.61,0.02,,2021-07-17T14:43:53,0
1415743766762168320,City,corona,0.9,negative,0,0,1,"Bullhead City, AZ",2021-07-15T18:43:11,250
1415743783262638085,Number,255,0.8,neutral,0,1,0,,2021-07-15T18:43:15,0
1415743783262638085,Number,7,0.8,neutral,0,1,0,,2021-07-15T18:43:15,0
1415743783262638085,City,Corona,0.9,neutral,0,1,0,,2021-07-15T18:43:15,0
1416588853758988291,Number,-19,0.8,neutral,0,0.89,0.11,bharat,2021-07-18T02:41:16,216
1416588853758988291,Number,"24,000",0.8,neutral,0,0.89,0.11,bharat,2021-07-18T02:41:16,216
1416588853758988291,DateTime,since may,0.8,neutral,0,0.89,0.11,bharat,2021-07-18T02:41:16,216
1417057737783926786,State,Ind,0.9,mixed,0.38,0.2,0.42,,2021-07-19T09:44:27,1223
1417057737783926786,PersonName,Kanwar Yatra,0.975713805203882,mixed,0.38,0.2,0.42,,2021-07-19T09:44:27,1223
1417057737783926786,City,Corona,0.9,mixed,0.38,0.2,0.42,,2021-07-19T09:44:27,1223
1418205718151188485,Organization,Im so rita,0.8435796617519188,negative,0.06,0.08,0.86,,2021-07-22T13:46:06,0
1418205718151188485,City,corona,0.9,negative,0.06,0.08,0.86,,2021-07-22T13:46:06,0
1418205718151188485,URL,https://t.co/HqnIqNWPpn,0.8,negative,0.06,0.08,0.86,,2021-07-22T13:46:06,0
1418402032466206722,City,Corona,0.9,positive,0.92,0.07,0.01,,2021-07-23T02:46:11,0
1418402032466206722,Organization,HechosParaBrillar,0.8847416741151757,positive,0.92,0.07,0.01,,2021-07-23T02:46:11,0
1418402032466206722,Number,154,0.8,positive,0.92,0.07,0.01,,2021-07-23T02:46:11,0
1419050605356662791,Number,-19,0.8,neutral,0.01,0.96,0.03,"Puerto Rico, USA",2021-07-24T21:43:23,3
1419050605356662791,URL,https://t.co/nITFXuHsRH,0.8,neutral,0.01,0.96,0.03,"Puerto Rico, USA",2021-07-24T21:43:23,3
1419548992040546307,Number,2m,0.8,neutral,0.02,0.96,0.02,"Rhône-Alpes, France",2021-07-26T06:43:48,1
1419548992040546307,URL,https://t.co/L3A19brrzk,0.8,neutral,0.02,0.96,0.02,"Rhône-Alpes, France",2021-07-26T06:43:48,1
1420878866336342026,City,Corona,0.9,negative,0,0,1,,2021-07-29T22:48:15,0
1420878866336342026,City,Corona,0.9,negative,0,0,1,,2021-07-29T22:48:15,0
1420924180065832973,City,Corona,0.9,neutral,0.24,0.62,0.14,"Guadalajara, Jalisco",2021-07-30T01:48:18,0
1420924180065832973,Organization,TriunfosDeOro 1jama,0.8553014557296903,neutral,0.24,0.62,0.14,"Guadalajara, Jalisco",2021-07-30T01:48:18,0
1421579477075779587,Number,1.3,0.8,negative,0.02,0.15,0.83,,2021-07-31T21:12:13,6
1421579477075779587,Number,-19,0.8,negative,0.02,0.15,0.83,,2021-07-31T21:12:13,6
1421579477075779587,URL,https://t.co/d2hCBmPlz6,0.8,negative,0.02,0.15,0.83,,2021-07-31T21:12:13,6
1422153376821772289,Organization,people,0.9,neutral,0,0.99,0.01,.,2021-08-02T11:12:42,2766
1422153376821772289,PersonName,Covid,0.902168323993417,neutral,0,0.99,0.01,.,2021-08-02T11:12:42,2766
1422413430619836416,City,Corona,0.9,neutral,0.08,0.88,0.04,Mx,2021-08-03T04:26:03,0
1422413430619836416,Organization,TriunfosDeOro,0.8864402465744438,neutral,0.08,0.88,0.04,Mx,2021-08-03T04:26:03,0
1422413430619836416,Number,305,0.8,neutral,0.08,0.88,0.04,Mx,2021-08-03T04:26:03,0
1422655067312644098,Language,chinese,0.9,negative,0.04,0.14,0.82,in your walls,2021-08-03T20:26:14,11880
1422655067312644098,City,corona,0.9,negative,0.04,0.14,0.82,in your walls,2021-08-03T20:26:14,11880
1422655067312644098,URL,https://t.co/YIue08OTPa,0.8,negative,0.04,0.14,0.82,in your walls,2021-08-03T20:26:14,11880
1424512626789392390,URL,https://t.co/LXHqLstdus,0.8,positive,0.88,0.1,0.02,,2021-08-08T23:27:31,11
1424418827866185737,Number,01311538,0.8,positive,0.98,0.02,0,,2021-08-08T17:14:47,11
